2025-12-16T20:46:39.803896,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:46:49.920542,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:47:00.076424,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:47:10.188547,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:47:20.339998,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:47:30.500668,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:47:40.609860,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:47:50.782813,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:48:00.932047,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:48:11.012050,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:48:21.121821,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:48:31.261942,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:48:41.361102,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:48:51.546529,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:49:01.728431,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:49:11.850380,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:49:21.941289,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:49:32.020032,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:49:42.123990,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:49:52.215674,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:50:02.309888,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:50:12.513953,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:50:22.602030,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:50:32.707870,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:50:42.804279,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:50:52.883051,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:51:02.983405,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:51:13.074824,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:51:23.173809,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:51:33.291466,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:51:43.397970,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:51:53.492819,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:52:03.595275,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:52:13.682292,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:52:23.804828,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:52:33.950669,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:52:44.045663,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:52:54.130733,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:53:04.267924,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:53:14.403903,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:53:24.523338,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:53:34.660687,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:53:44.801181,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:53:54.922228,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:54:05.026702,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:54:15.154866,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:54:25.260164,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:54:35.372325,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:54:45.471558,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:54:55.656449,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:55:05.766545,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:55:15.910215,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:55:26.014298,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:55:36.132104,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:55:46.264140,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:55:56.364789,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:56:06.465700,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:56:16.585707,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:56:26.729538,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:56:36.815182,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
2025-12-16T20:56:46.955992,ff:ff:ff:ff:ff:ff,10.52.102.255;255.255.255.255;192.168.174.255;192.168.56.255;192.168.157.255;169.254.255.255
